time_steps;Last_L;Gaskessel_1;el_Leistungsbedarf_L;el_Leistung_L;el_Leistung_ges_L
2021-08-31 12:00:00;539.9372370452916;539.9372370452916;0.0;0.0;0.0
2021-08-31 13:00:00;420.2658828524316;420.2658828524316;0.0;0.0;0.0
2021-08-31 14:00:00;318.08983958451216;318.08983958451216;0.0;0.0;0.0
2021-08-31 15:00:00;307.3423811101906;307.3423811101906;0.0;0.0;0.0
2021-08-31 16:00:00;271.7833014079189;271.7833014079189;0.0;0.0;0.0
2021-08-31 17:00:00;234.15021104248464;234.15021104248464;0.0;0.0;0.0
2021-08-31 18:00:00;214.0614884153219;214.0614884153219;0.0;0.0;0.0
2021-08-31 19:00:00;231.13525723937832;231.13525723937832;0.0;0.0;0.0
2021-08-31 20:00:00;251.008256819774;251.008256819774;0.0;0.0;0.0
2021-08-31 21:00:00;262.82320255771924;262.82320255771924;0.0;0.0;0.0
2021-08-31 22:00:00;256.20227215326355;256.20227215326355;0.0;0.0;0.0
2021-08-31 23:00:00;281.9890010120026;281.9890010120026;0.0;0.0;0.0
2021-09-01 00:00:00;473.5108941159471;473.5108941159471;0.0;0.0;0.0
2021-09-01 01:00:00;431.27255485956965;431.27255485956965;0.0;0.0;0.0
2021-09-01 02:00:00;386.7080099628956;386.7080099628956;0.0;0.0;0.0
2021-09-01 03:00:00;345.12952642065875;345.12952642065875;0.0;0.0;0.0
2021-09-01 04:00:00;381.53684509497145;381.53684509497145;0.0;0.0;0.0
2021-09-01 05:00:00;402.3740016720476;402.3740016720476;0.0;0.0;0.0
2021-09-01 06:00:00;409.34908083217096;409.34908083217096;0.0;0.0;0.0
2021-09-01 07:00:00;466.178408475843;466.178408475843;0.0;0.0;0.0
2021-09-01 08:00:00;777.1528938017332;777.1528938017332;0.0;0.0;0.0
2021-09-01 09:00:00;729.2930383711767;729.2930383711767;0.0;0.0;0.0
2021-09-01 10:00:00;687.974316909102;687.974316909102;0.0;0.0;0.0
2021-09-01 11:00:00;508.2686339304395;508.2686339304395;0.0;0.0;0.0
2021-09-01 12:00:00;590.4593163308155;590.4593163308155;0.0;0.0;0.0
2021-09-01 13:00:00;451.72998163006537;451.72998163006537;0.0;0.0;0.0
2021-09-01 14:00:00;322.23767018699044;322.23767018699044;0.0;0.0;0.0
2021-09-01 15:00:00;319.5762970577969;319.5762970577969;0.0;0.0;0.0
